Date,state,transactions amount,Fraud count per state,Fraud amount per state
2019-03-05,MO,6335.79,6,3178.62
2019-03-05,MS,1803.96,0,0.0
2019-03-05,MT,623.37,0,0.0
2019-03-05,NC,3022.73,0,0.0
2019-03-05,ND,1038.13,0,0.0
2019-03-05,NE,1546.6,0,0.0
2019-03-05,NH,477.61,0,0.0
2019-03-05,NJ,1678.79,0,0.0
2019-03-05,NM,931.85,0,0.0
2019-03-05,NV,81.16999999999999,0,0.0
2019-03-05,NY,8823.1,3,1523.74
2019-03-05,OH,3999.9,0,0.0
2019-03-05,OK,923.74,0,0.0
2019-03-05,OR,696.81,0,0.0
2019-03-05,PA,6665.94,0,0.0
2019-03-05,SC,2043.34,0,0.0
2019-03-05,SD,1074.67,0,0.0
2019-03-05,TN,700.29,0,0.0
2019-03-05,TX,8164.36,0,0.0
2019-03-05,UT,771.97,0,0.0
2019-03-05,VA,2188.07,0,0.0
2019-03-05,VT,1366.05,0,0.0
2019-03-05,WA,1587.8,0,0.0
2019-03-05,WI,3118.96,0,0.0
2019-03-05,WV,2376.91,0,0.0
2019-03-05,WY,1925.06,0,0.0
2019-03-06,AL,2987.11,0,0.0
2019-03-06,AR,2101.93,0,0.0
2019-03-06,AZ,1051.8700000000001,0,0.0
2019-03-06,CA,5877.62,0,0.0
2019-03-06,CO,1213.17,0,0.0
2019-03-06,CT,852.2299999999999,0,0.0
2019-03-06,DC,132.17,0,0.0
2019-03-06,FL,5971.76,9,1336.9499999999998
2019-03-06,GA,3481.42,0,0.0
2019-03-06,HI,120.28999999999999,0,0.0
2019-03-06,IA,1517.92,0,0.0
2019-03-06,ID,234.84,0,0.0
2019-03-06,IL,2552.11,0,0.0
2019-03-06,IN,1642.81,0,0.0
2019-03-06,KS,1462.6,0,0.0
2019-03-06,KY,1174.8,0,0.0
2019-03-06,LA,2086.12,0,0.0
2019-03-06,MA,776.88,0,0.0
2019-03-06,MD,1819.6,0,0.0
2019-03-06,ME,1464.1,0,0.0
2019-03-06,MI,4987.77,0,0.0
2019-03-06,MN,1493.56,0,0.0
2019-03-06,MO,3942.25,5,1205.06
2019-03-06,MS,3644.9,0,0.0
2019-03-06,MT,2106.09,0,0.0
2019-03-06,NC,4062.15,0,0.0
2019-03-06,ND,651.4,0,0.0
2019-03-06,NE,1828.5,0,0.0
2019-03-06,NH,1223.74,0,0.0
2019-03-06,NJ,1510.52,0,0.0
2019-03-06,NM,1282.69,0,0.0
2019-03-06,NV,240.83,0,0.0
2019-03-06,NY,7303.33,0,0.0
2019-03-06,OH,3482.8,0,0.0
2019-03-06,OK,1638.96,0,0.0
2019-03-06,OR,2138.69,0,0.0
2019-03-06,PA,8255.37,0,0.0
2019-03-06,SC,1266.16,0,0.0
2019-03-06,SD,1494.6,0,0.0
2019-03-06,TN,1015.69,0,0.0
2019-03-06,TX,7699.389999999999,0,0.0
2019-03-06,UT,526.72,0,0.0
2019-03-06,VA,2600.2,0,0.0
2019-03-06,VT,901.24,0,0.0
2019-03-06,WA,1197.24,0,0.0
2019-03-06,WI,2769.69,0,0.0
2019-03-06,WV,3030.14,0,0.0
2019-03-06,WY,1569.51,0,0.0
2019-03-07,AK,179.21,0,0.0
2019-03-07,AL,8351.2,5,4027.52
2019-03-07,AR,3563.9900000000002,0,0.0
2019-03-07,AZ,1467.43,0,0.0
2019-03-07,CA,5099.84,0,0.0
2019-03-07,CO,1818.17,0,0.0
2019-03-07,CT,325.71999999999997,0,0.0
2019-03-07,DC,532.91,0,0.0
2019-03-07,FL,4240.44,0,0.0
2019-03-07,GA,1931.6,0,0.0
2019-03-07,HI,264.89,0,0.0
2019-03-07,IA,2315.94,0,0.0
2019-03-07,ID,538.3,0,0.0
2019-03-07,IL,3341.58,0,0.0
2019-03-07,IN,2387.0,0,0.0
2019-03-07,KS,4001.55,3,2195.74
2019-03-07,KY,2375.91,0,0.0
2019-03-07,LA,2957.9,0,0.0
2019-03-07,MA,1534.05,0,0.0
2019-03-07,MD,3347.5,0,0.0
2019-03-07,ME,1399.55,0,0.0
2019-03-07,MI,5930.0,0,0.0
2019-03-07,MN,2223.12,0,0.0
2019-03-07,MO,4655.91,4,2203.8
2019-03-07,MS,2406.27,0,0.0
2019-03-07,MT,989.37,0,0.0
2019-03-07,NC,2809.64,0,0.0
2019-03-07,ND,1074.96,0,0.0
2019-03-07,NE,1338.89,0,0.0
2019-03-07,NH,764.3,0,0.0
2019-03-07,NJ,2192.08,0,0.0
2019-03-07,NM,1004.44,0,0.0
2019-03-07,NV,264.51,0,0.0
2019-03-07,NY,7295.54,0,0.0
2019-03-07,OH,3077.94,0,0.0
2019-03-07,OK,6378.22,0,0.0
2019-03-07,OR,2007.67,0,0.0
2019-03-07,PA,10029.32,0,0.0
2019-03-07,RI,75.28,0,0.0
2019-03-07,SC,3519.68,6,1596.83
2019-03-07,SD,1238.81,0,0.0
2019-03-07,TN,1257.89,0,0.0
2019-03-07,TX,13122.54,6,2281.14
2019-03-07,UT,599.27,0,0.0
2019-03-07,VA,4038.09,0,0.0
2019-03-07,VT,524.15,0,0.0
2019-03-07,WA,926.06,0,0.0
2019-03-07,WI,2483.55,0,0.0
2019-03-07,WV,2475.28,0,0.0
2019-03-07,WY,2393.31,0,0.0
2019-03-08,AK,8.93,0,0.0
2019-03-08,AL,6950.17,6,3543.85
2019-03-08,AR,4004.94,0,0.0
2019-03-08,AZ,772.98,0,0.0
2019-03-08,CA,4490.16,0,0.0
2019-03-08,CO,783.83,0,0.0
2019-03-08,CT,1021.71,0,0.0
2019-03-08,DC,61.4,0,0.0
2019-03-08,FL,5381.81,0,0.0
2019-03-08,GA,2136.87,0,0.0
2019-03-08,HI,171.76,0,0.0
2019-03-08,IA,1769.89,0,0.0
2019-03-08,ID,395.93,0,0.0
2019-03-08,IL,7264.92,0,0.0
2019-03-08,IN,3149.98,0,0.0
2019-03-08,KS,5295.969999999999,6,3981.7599999999998
2019-03-08,KY,2310.7,0,0.0
2019-03-08,LA,1690.2,0,0.0
2019-03-08,MA,875.69,0,0.0
2019-03-08,MD,1265.68,0,0.0
2019-03-08,ME,1135.07,0,0.0
2019-03-08,MI,4158.04,0,0.0
2019-03-08,MN,1429.44,0,0.0
2019-03-08,MO,3966.3,0,0.0
2019-03-08,MS,2111.11,0,0.0
2019-03-08,MT,816.9,0,0.0
2019-03-08,NC,2374.61,0,0.0
2019-03-08,ND,2116.22,0,0.0
2019-03-08,NE,2710.42,0,0.0
2019-03-08,NH,2737.17,4,2351.9900000000002
2019-03-08,NJ,2060.17,0,0.0
2019-03-08,NM,1265.34,0,0.0
2019-03-08,NV,354.83,0,0.0
2019-03-08,NY,6514.6900000000005,0,0.0
2019-03-08,OH,4492.41,0,0.0
2019-03-08,OK,2694.07,0,0.0
2019-03-08,OR,1312.7,0,0.0
2019-03-08,PA,7551.07,0,0.0
2019-03-08,RI,135.14,0,0.0
2019-03-08,SC,8869.61,9,3550.19
2019-03-08,SD,977.5600000000001,0,0.0
2019-03-08,TN,2145.04,0,0.0
2019-03-08,TX,9864.81,3,987.71
2019-03-08,UT,848.16,0,0.0
2019-03-08,VA,2208.89,0,0.0
2019-03-08,VT,1206.74,0,0.0
2019-03-08,WA,2238.04,0,0.0
2019-03-08,WI,3315.5099999999998,0,0.0
2019-03-08,WV,2741.72,0,0.0
2019-03-08,WY,948.91,0,0.0
2019-03-09,AK,73.78,0,0.0
2019-03-09,AL,3257.4100000000003,0,0.0
2019-03-09,AR,3873.5,0,0.0
2019-03-09,AZ,1781.28,0,0.0
2019-03-09,CA,7076.99,0,0.0
2019-03-09,CO,1740.3500000000001,0,0.0
2019-03-09,CT,515.52,0,0.0
2019-03-09,DC,901.3000000000001,0,0.0
2019-03-09,FL,6894.36,0,0.0
2019-03-09,GA,2900.55,0,0.0
2019-03-09,HI,230.23,0,0.0
2019-03-09,IA,5414.099999999999,0,0.0
2019-03-09,ID,385.86,0,0.0
2019-03-09,IL,4751.38,0,0.0
2019-03-09,IN,4449.34,0,0.0
2019-03-09,KS,2793.43,0,0.0
2019-03-09,KY,5726.44,0,0.0
2019-03-09,LA,3092.0699999999997,0,0.0
2019-03-09,MA,1150.69,0,0.0
2019-03-09,MD,2863.44,0,0.0
2019-03-09,ME,2869.27,0,0.0
2019-03-09,MI,5220.32,0,0.0
2019-03-09,MN,3851.53,0,0.0
2019-03-09,MO,4676.23,0,0.0
2019-03-09,MS,3174.59,0,0.0
2019-03-09,MT,1288.75,0,0.0
2019-03-09,NC,3517.3,0,0.0
2019-03-09,ND,3055.99,0,0.0
2019-03-09,NE,3125.55,0,0.0
2019-03-09,NH,2163.11,4,895.31
2019-03-09,NJ,3101.27,0,0.0
2019-03-09,NM,1479.66,0,0.0
2019-03-09,NV,255.71,0,0.0
2019-03-09,NY,13396.13,0,0.0
2019-03-09,OH,6561.03,0,0.0
2019-03-09,OK,3183.43,0,0.0
2019-03-09,OR,2497.51,0,0.0
2019-03-09,PA,10147.22,0,0.0
2019-03-09,RI,144.99,0,0.0
2019-03-09,SC,4256.14,0,0.0
2019-03-09,SD,860.41,0,0.0
2019-03-09,TN,2924.69,0,0.0
2019-03-09,TX,14625.77,4,3192.09
2019-03-09,UT,1726.29,0,0.0
2019-03-09,VA,4160.86,0,0.0
2019-03-09,VT,1837.76,0,0.0
2019-03-09,WA,1614.88,0,0.0
2019-03-09,WI,5900.09,0,0.0
2019-03-09,WV,1877.49,0,0.0
2019-03-09,WY,2517.75,0,0.0
2019-03-10,AK,317.09,0,0.0
2019-03-10,AL,7452.83,0,0.0
2019-03-10,AR,6603.4,0,0.0
2019-03-10,AZ,890.78,0,0.0
2019-03-10,CA,11100.16,0,0.0
2019-03-10,CO,2665.05,0,0.0
2019-03-10,CT,390.44,0,0.0
2019-03-10,DC,345.01,0,0.0
2019-03-10,FL,6753.8,0,0.0
2019-03-10,GA,4578.75,0,0.0
2019-03-10,HI,271.91,0,0.0
2019-03-10,IA,3770.7,0,0.0
2019-03-10,ID,1402.83,0,0.0
2019-03-10,IL,7098.61,0,0.0
2019-03-10,IN,4269.15,0,0.0
2019-03-10,KS,2531.46,0,0.0
2019-03-10,KY,3932.03,0,0.0
2019-03-10,LA,6034.49,0,0.0
2019-03-10,MA,2390.77,0,0.0
2019-03-10,MD,4851.33,0,0.0
2019-03-10,ME,2663.65,0,0.0
2019-03-10,MI,15094.4,0,0.0
2019-03-10,MN,6682.05,0,0.0
2019-03-10,MO,7115.78,0,0.0
2019-03-10,MS,2602.2,0,0.0
2019-03-10,MT,1627.32,0,0.0
2019-03-10,NC,6704.48,0,0.0
2019-03-10,ND,2349.39,0,0.0
2019-03-10,NE,2937.52,0,0.0
2019-03-10,NH,1143.98,0,0.0
2019-03-10,NJ,5440.68,0,0.0
2019-03-10,NM,4138.11,0,0.0
2019-03-10,NV,1833.47,0,0.0
2019-03-10,NY,16167.71,8,3868.93
2019-03-10,OH,10031.37,0,0.0
2019-03-10,OK,3661.5299999999997,0,0.0
2019-03-10,OR,3995.81,0,0.0
2019-03-10,PA,10623.75,0,0.0
2019-03-10,RI,26.77,0,0.0
2019-03-10,SC,5772.5599999999995,0,0.0
2019-03-10,SD,1315.69,0,0.0
2019-03-10,TN,3113.52,0,0.0
2019-03-10,TX,18497.65,9,2334.4
2019-03-10,UT,1017.5500000000001,0,0.0
2019-03-10,VA,4842.63,0,0.0
2019-03-10,VT,1892.1,0,0.0
2019-03-10,WA,4476.6,0,0.0
2019-03-10,WI,4383.64,0,0.0
2019-03-10,WV,5638.68,0,0.0
2019-03-10,WY,4231.25,0,0.0
2019-03-11,AK,248.51,0,0.0
2019-03-11,AL,5962.28,0,0.0
2019-03-11,AR,4334.82,0,0.0
2019-03-11,AZ,1105.1000000000001,0,0.0
2019-03-11,CA,18123.9,0,0.0
2019-03-11,CO,2365.7400000000002,0,0.0
2019-03-11,CT,803.25,0,0.0
2019-03-11,DC,587.94,0,0.0
2019-03-11,FL,15664.380000000001,0,0.0
2019-03-11,GA,6614.099999999999,0,0.0
2019-03-11,HI,53.00000000000001,0,0.0
2019-03-11,IA,4674.14,0,0.0
2019-03-11,ID,590.67,0,0.0
2019-03-11,IL,5180.59,0,0.0
2019-03-11,IN,3643.36,0,0.0
2019-03-11,KS,2332.0699999999997,0,0.0
2019-03-11,KY,3762.77,0,0.0
2019-03-11,LA,3381.83,0,0.0
2019-03-11,MA,1516.57,0,0.0
2019-03-11,MD,8553.09,9,4634.18
2019-03-11,ME,3739.48,0,0.0
2019-03-11,MI,5698.64,0,0.0
2019-03-11,MN,10649.5,8,3197.2
2019-03-11,MO,9510.95,6,3434.51
2019-03-11,MS,2209.83,0,0.0
2019-03-11,MT,1450.33,0,0.0
2019-03-11,NC,6390.64,0,0.0
2019-03-11,ND,2933.4,0,0.0
2019-03-11,NE,4912.44,0,0.0
2019-03-11,NH,1736.95,0,0.0
2019-03-11,NJ,3003.76,0,0.0
2019-03-11,NM,4013.35,0,0.0
2019-03-11,NV,1161.51,0,0.0
2019-03-11,NY,12275.1,7,1080.2
2019-03-11,OH,5189.62,0,0.0
2019-03-11,OK,4223.48,0,0.0
2019-03-11,OR,3510.75,0,0.0
2019-03-11,PA,13171.76,0,0.0
2019-03-11,RI,187.41,0,0.0
2019-03-11,SC,2920.65,0,0.0
2019-03-11,SD,3164.52,0,0.0
2019-03-11,TN,1205.58,0,0.0
2019-03-11,TX,14289.57,0,0.0
2019-03-11,UT,1599.11,0,0.0
2019-03-11,VA,4263.1,0,0.0
2019-03-11,VT,3913.88,0,0.0
2019-03-11,WA,2912.61,0,0.0
2019-03-11,WI,3326.44,0,0.0
2019-03-11,WV,4693.59,0,0.0
2019-03-11,WY,3894.1,0,0.0
2019-03-12,AK,233.06,0,0.0
2019-03-12,AL,3553.74,0,0.0
2019-03-12,AR,2686.73,0,0.0
2019-03-12,AZ,784.2,0,0.0
2019-03-12,CA,4877.67,0,0.0
2019-03-12,CO,801.89,0,0.0
2019-03-12,CT,306.65,0,0.0
2019-03-12,DC,274.98,0,0.0
2019-03-12,FL,1923.94,0,0.0
2019-03-12,GA,2144.22,0,0.0
2019-03-12,HI,9.78,0,0.0
2019-03-12,IA,2722.32,0,0.0
2019-03-12,ID,390.69,0,0.0
2019-03-12,IL,3506.41,0,0.0
2019-03-12,IN,1726.44,0,0.0
2019-03-12,KS,904.8100000000001,0,0.0
2019-03-12,KY,1782.1299999999999,0,0.0
2019-03-12,LA,3082.58,0,0.0
2019-03-12,MA,292.67,0,0.0
2019-03-12,MD,4525.43,4,2985.84
2019-03-12,ME,1339.23,0,0.0
2019-03-12,MI,2362.6,0,0.0
2019-03-12,MN,4143.58,3,2644.5699999999997
2019-03-12,MO,4056.09,2,1468.49
2019-03-12,MS,2558.73,0,0.0
2019-03-12,MT,604.6800000000001,0,0.0
2019-03-12,NC,2922.48,0,0.0
2019-03-12,ND,1838.31,0,0.0
2019-03-12,NE,868.69,0,0.0
2019-03-12,NH,291.49,0,0.0
2019-03-12,NJ,1524.78,0,0.0
2019-03-12,NM,1023.12,0,0.0
2019-03-12,NV,175.63,0,0.0
2019-03-12,NY,9557.1,5,2975.69
2019-03-12,OH,1910.94,0,0.0
2019-03-12,OK,1968.11,0,0.0
2019-03-12,OR,1014.32,0,0.0
2019-03-12,PA,5222.99,0,0.0
2019-03-12,SC,1643.1,0,0.0
2019-03-12,SD,655.96,0,0.0
2019-03-12,TN,1022.31,0,0.0
2019-03-12,TX,7049.85,0,0.0
2019-03-12,UT,510.24,0,0.0
2019-03-12,VA,1677.47,0,0.0
2019-03-12,VT,1016.64,0,0.0
2019-03-12,WA,2143.45,0,0.0
2019-03-12,WI,2392.17,0,0.0
2019-03-12,WV,3084.12,0,0.0
2019-03-12,WY,3483.9799999999996,0,0.0
2019-03-13,AK,7.44,0,0.0
2019-03-13,AL,2553.04,0,0.0
2019-03-13,AR,1969.66,0,0.0
2019-03-13,AZ,616.0699999999999,0,0.0
2019-03-13,CA,4701.53,0,0.0
2019-03-13,CO,1260.42,0,0.0
2019-03-13,CT,327.05,0,0.0
2019-03-13,DC,573.04,0,0.0
2019-03-13,FL,3971.2,0,0.0
2019-03-13,GA,2134.45,0,0.0
2019-03-13,HI,6.02,0,0.0
2019-03-13,IA,1793.09,0,0.0
2019-03-13,ID,261.28,0,0.0
2019-03-13,IL,3282.29,0,0.0
2019-03-13,IN,3504.0,4,2555.7200000000003
2019-03-13,KS,1876.22,0,0.0
2019-03-13,KY,1435.13,0,0.0
2019-03-13,LA,3052.15,0,0.0
2019-03-13,MA,889.6899999999999,0,0.0
2019-03-13,MD,1481.25,0,0.0
2019-03-13,ME,724.3299999999999,0,0.0
2019-03-13,MI,4086.52,0,0.0
2019-03-13,MN,2182.08,0,0.0
2019-03-13,MO,4322.3,0,0.0
2019-03-13,MS,1856.42,0,0.0
2019-03-13,MT,659.86,0,0.0
2019-03-13,NC,4340.92,0,0.0
2019-03-13,ND,980.22,0,0.0
2019-03-13,NE,1236.79,0,0.0
2019-03-13,NH,418.17,0,0.0
2019-03-13,NJ,1975.37,0,0.0
2019-03-13,NM,1030.25,0,0.0
2019-03-13,NV,336.24,0,0.0
2019-03-13,NY,10400.23,6,3486.91
2019-03-13,OH,4518.08,0,0.0
2019-03-13,OK,1189.5,0,0.0
2019-03-13,OR,3525.34,0,0.0
2019-03-13,PA,7706.19,0,0.0
2019-03-13,SC,1431.58,0,0.0
2019-03-13,SD,2151.71,0,0.0
2019-03-13,TN,542.97,0,0.0
2019-03-13,TX,7538.16,0,0.0
2019-03-13,UT,562.1500000000001,0,0.0
2019-03-13,VA,3947.64,0,0.0
2019-03-13,VT,662.9,0,0.0
2019-03-13,WA,1324.34,0,0.0
2019-03-13,WI,2029.49,0,0.0
2019-03-13,WV,1901.98,0,0.0
2019-03-13,WY,1426.65,0,0.0
2019-03-14,AK,11.4,0,0.0
2019-03-14,AL,4990.74,0,0.0
2019-03-14,AR,3404.46,0,0.0
2019-03-14,AZ,5635.69,7,3591.2
2019-03-14,CA,5470.01,0,0.0
2019-03-14,CO,976.89,0,0.0
2019-03-14,CT,849.94,0,0.0
2019-03-14,DC,363.89,0,0.0
2019-03-14,FL,4844.28,0,0.0
2019-03-14,GA,1654.89,0,0.0
2019-03-14,HI,291.22,0,0.0
2019-03-14,IA,2167.78,0,0.0
2019-03-14,ID,389.71,0,0.0
2019-03-14,IL,3870.6,0,0.0
2019-03-14,IN,11908.67,14,9093.54
2019-03-14,KS,1479.92,0,0.0
2019-03-14,KY,1741.99,0,0.0
2019-03-14,LA,2576.4500000000003,0,0.0
2019-03-14,MA,720.57,0,0.0
2019-03-14,MD,2364.28,0,0.0
2019-03-14,ME,1720.6,0,0.0
2019-03-14,MI,6721.9,0,0.0
2019-03-14,MN,2815.87,0,0.0
2019-03-14,MO,3134.49,0,0.0
2019-03-14,MS,1564.57,0,0.0
2019-03-14,MT,709.35,0,0.0
2019-03-14,NC,6437.77,0,0.0
2019-03-14,ND,1033.9,0,0.0
2019-03-14,NE,1263.94,0,0.0
2019-03-14,NH,498.59999999999997,0,0.0
2019-03-14,NJ,943.52,0,0.0
2019-03-14,NM,1367.79,0,0.0
2019-03-14,NV,368.9,0,0.0
2019-03-14,NY,8472.11,0,0.0
2019-03-14,OH,3754.64,0,0.0
2019-03-14,OK,5707.9,7,3498.5800000000004
2019-03-14,OR,2360.98,0,0.0
2019-03-14,PA,7117.82,0,0.0
2019-03-14,RI,41.13,0,0.0
2019-03-14,SC,1898.76,0,0.0
2019-03-14,SD,1377.83,0,0.0
2019-03-14,TN,1265.79,0,0.0
2019-03-14,TX,7993.13,0,0.0
2019-03-14,UT,750.5,0,0.0
2019-03-14,VA,3446.42,0,0.0
2019-03-14,VT,1410.12,0,0.0
2019-03-14,WA,1619.93,0,0.0
2019-03-14,WI,1951.9,0,0.0
2019-03-14,WV,2440.95,0,0.0
2019-03-14,WY,1827.66,0,0.0
2019-03-15,AK,134.73000000000002,0,0.0
2019-03-15,AL,5851.39,0,0.0
2019-03-15,AR,2322.1,0,0.0
2019-03-15,AZ,2369.68,2,1226.28
2019-03-15,CA,5737.4,6,1523.1799999999998
2019-03-15,CO,1295.77,0,0.0
2019-03-15,CT,1136.56,0,0.0
2019-03-15,DC,18.1,0,0.0
2019-03-15,FL,3788.88,0,0.0
2019-03-15,GA,1838.8600000000001,0,0.0
2019-03-15,IA,2144.73,0,0.0
2019-03-15,ID,436.38,0,0.0
2019-03-15,IL,5496.63,0,0.0
2019-03-15,IN,9651.36,8,5745.21
2019-03-15,KS,1287.74,0,0.0
2019-03-15,KY,1555.7,0,0.0
2019-03-15,LA,2594.9,0,0.0
2019-03-15,MA,978.27,0,0.0
2019-03-15,MD,1778.8,0,0.0
2019-03-15,ME,1201.3799999999999,0,0.0
2019-03-15,MI,2456.85,0,0.0
2019-03-15,MN,1940.21,0,0.0
2019-03-15,MO,12756.32,0,0.0
2019-03-15,MS,1807.4399999999998,0,0.0
2019-03-15,MT,1121.24,0,0.0
2019-03-15,NC,5707.26,0,0.0
2019-03-15,ND,1477.79,0,0.0
2019-03-15,NE,1722.06,0,0.0
2019-03-15,NH,802.24,0,0.0
2019-03-15,NJ,1803.96,0,0.0
2019-03-15,NM,983.0,0,0.0
2019-03-15,NV,206.32999999999998,0,0.0
2019-03-15,NY,8696.15,0,0.0
2019-03-15,OH,4676.17,0,0.0
2019-03-15,OK,2937.86,3,1099.5
2019-03-15,OR,1952.22,0,0.0
2019-03-15,PA,7493.4,0,0.0
2019-03-15,SC,1524.64,0,0.0
2019-03-15,SD,1459.88,0,0.0
2019-03-15,TN,1211.29,0,0.0
2019-03-15,TX,8869.14,0,0.0
2019-03-15,UT,893.5799999999999,0,0.0
2019-03-15,VA,2001.25,0,0.0
2019-03-15,VT,1972.73,0,0.0
2019-03-15,WA,1874.03,0,0.0
2019-03-15,WI,4163.6,0,0.0
2019-03-15,WV,1931.17,0,0.0
2019-03-15,WY,7322.9400000000005,8,6382.54
2019-03-16,AK,2031.3700000000001,0,0.0
2019-03-16,AL,5153.81,0,0.0
2019-03-16,AR,5234.93,0,0.0
2019-03-16,AZ,1689.4299999999998,0,0.0
2019-03-16,CA,10531.9,9,4724.11
2019-03-16,CO,9747.41,0,0.0
2019-03-16,CT,829.98,0,0.0
2019-03-16,DC,1169.09,0,0.0
2019-03-16,FL,4798.91,0,0.0
2019-03-16,GA,1514.97,0,0.0
2019-03-16,HI,181.32,0,0.0
2019-03-16,IA,2751.33,0,0.0
2019-03-16,ID,569.44,0,0.0
2019-03-16,IL,8594.27,7,3646.51
2019-03-16,IN,6785.13,4,3451.0299999999997
2019-03-16,KS,2724.67,0,0.0
2019-03-16,KY,4367.25,0,0.0
2019-03-16,LA,2819.05,0,0.0
2019-03-16,MA,753.51,0,0.0
2019-03-16,MD,3295.24,0,0.0
2019-03-16,ME,1280.6,0,0.0
2019-03-16,MI,6535.25,0,0.0
2019-03-16,MN,4251.31,0,0.0
2019-03-16,MO,4822.84,0,0.0
2019-03-16,MS,3053.57,0,0.0
2019-03-16,MT,1092.67,0,0.0
2019-03-16,NC,4025.19,0,0.0
2019-03-16,ND,1868.0,0,0.0
2019-03-16,NE,2723.01,0,0.0
2019-03-16,NH,1303.13,0,0.0
2019-03-16,NJ,2125.74,0,0.0
2019-03-16,NM,2446.41,0,0.0
2019-03-16,NV,599.63,0,0.0
2019-03-16,NY,15619.02,0,0.0
2019-03-16,OH,8634.87,0,0.0
2019-03-16,OK,2960.27,0,0.0
2019-03-16,OR,2021.34,0,0.0
2019-03-16,PA,11280.61,0,0.0
2019-03-16,RI,109.05,0,0.0
2019-03-16,SC,4148.31,0,0.0
2019-03-16,SD,1782.0,0,0.0
2019-03-16,TN,2790.56,0,0.0
2019-03-16,TX,17904.29,0,0.0
2019-03-16,UT,858.16,0,0.0
2019-03-16,VA,3917.7599999999998,0,0.0
2019-03-16,VT,1342.67,0,0.0
2019-03-16,WA,1946.42,0,0.0
2019-03-16,WI,3430.77,0,0.0
2019-03-16,WV,2953.23,0,0.0
2019-03-16,WY,5687.46,6,2758.76
2019-03-17,AK,178.48,0,0.0
2019-03-17,AL,4108.46,0,0.0
2019-03-17,AR,6746.64,0,0.0
2019-03-17,AZ,1531.15,0,0.0
2019-03-17,CA,9182.3,2,730.11
2019-03-17,CO,4226.92,0,0.0
2019-03-17,CT,904.01,0,0.0
2019-03-17,DC,1026.5,0,0.0
2019-03-17,FL,8898.8,0,0.0
2019-03-17,GA,4523.66,0,0.0
2019-03-17,HI,124.85999999999999,0,0.0
2019-03-17,IA,2930.54,0,0.0
2019-03-17,ID,1105.7,0,0.0
2019-03-17,IL,8430.01,5,1883.8799999999999
2019-03-17,IN,4710.26,0,0.0
2019-03-17,KS,3995.2200000000003,0,0.0
2019-03-17,KY,4777.67,0,0.0
2019-03-17,LA,3567.28,0,0.0
2019-03-17,MA,2711.78,0,0.0
2019-03-17,MD,3420.97,0,0.0
2019-03-17,ME,3191.35,0,0.0
2019-03-17,MI,6484.93,0,0.0
2019-03-17,MN,4364.58,0,0.0
2019-03-17,MO,5511.67,0,0.0
2019-03-17,MS,6384.24,0,0.0
2019-03-17,MT,1090.0,0,0.0
2019-03-17,NC,4139.79,0,0.0
2019-03-17,ND,2360.5099999999998,0,0.0
2019-03-17,NE,3061.5,0,0.0
2019-03-17,NH,1400.3999999999999,0,0.0
2019-03-17,NJ,4046.59,0,0.0
2019-03-17,NM,1521.44,0,0.0
2019-03-17,NV,1109.3600000000001,0,0.0
2019-03-17,NY,11705.29,0,0.0
2019-03-17,OH,7597.58,0,0.0
2019-03-17,OK,3889.51,0,0.0
2019-03-17,OR,1942.76,0,0.0
2019-03-17,PA,12300.76,0,0.0
2019-03-17,SC,5109.28,0,0.0
2019-03-17,SD,2235.9700000000003,0,0.0
2019-03-17,TN,2445.88,0,0.0
2019-03-17,TX,15505.34,0,0.0
2019-03-17,UT,992.12,0,0.0
2019-03-17,VA,4343.75,0,0.0
2019-03-17,VT,2050.47,0,0.0
2019-03-17,WA,4572.72,0,0.0
2019-03-17,WI,4790.07,0,0.0
2019-03-17,WV,4888.31,0,0.0
2019-03-17,WY,2881.78,0,0.0
2019-03-18,AK,427.04,0,0.0
2019-03-18,AL,6263.0,0,0.0
2019-03-18,AR,4167.55,0,0.0
2019-03-18,AZ,1806.44,0,0.0
2019-03-18,CA,10566.38,0,0.0
2019-03-18,CO,2775.4500000000003,0,0.0
2019-03-18,CT,331.92,0,0.0
2019-03-18,DC,638.26,0,0.0
2019-03-18,FL,6971.94,0,0.0
2019-03-18,GA,4915.05,0,0.0
2019-03-18,HI,265.91999999999996,0,0.0
2019-03-18,IA,3167.68,0,0.0
2019-03-18,ID,1476.41,0,0.0
2019-03-18,IL,6816.34,0,0.0
2019-03-18,IN,3224.73,0,0.0
2019-03-18,KS,3324.25,0,0.0
2019-03-18,KY,3818.54,0,0.0
2019-03-18,LA,4658.37,0,0.0
2019-03-18,MA,1850.4299999999998,0,0.0
2019-03-18,MD,2455.23,0,0.0
2019-03-18,ME,2438.71,0,0.0
2019-03-18,MI,5671.48,0,0.0
2019-03-18,MN,4391.52,0,0.0
2019-03-18,MO,5272.54,0,0.0
2019-03-18,MS,3262.39,0,0.0
2019-03-18,MT,1691.6,0,0.0
2019-03-18,NC,5697.92,0,0.0
2019-03-18,ND,2621.88,0,0.0
2019-03-18,NE,2832.22,0,0.0
2019-03-18,NH,1519.39,0,0.0
2019-03-18,NJ,3834.25,0,0.0
2019-03-18,NM,2591.09,0,0.0
2019-03-18,NV,711.9300000000001,0,0.0
2019-03-18,NY,10723.32,0,0.0
2019-03-18,OH,5733.76,0,0.0
2019-03-18,OK,4634.83,0,0.0
2019-03-18,OR,3076.87,0,0.0
